Chr	Start	End	Type	Var1	Var2	Var3
chr5	71032670	71067689	gene	gene_id ENSG00000145736.14	 gene_type protein_coding	 gene_name GTF2H2
chr5	71074225	71093193	gene	gene_id ENSG00000230847.4	 gene_type unprocessed_pseudogene	 gene_name OCLNP1
chr5	71102898	71128753	gene	gene_id ENSG00000251634.2	 gene_type unprocessed_pseudogene	 gene_name NAIPP4
chr5	71132993	71133287	gene	gene_id ENSG00000253900.1	 gene_type unprocessed_pseudogene	 gene_name CDH12P4
chr5	71197646	71208130	gene	gene_id ENSG00000215630.6	 gene_type unprocessed_pseudogene	 gene_name GUSBP9
chr5	71220356	71259238	gene	gene_id ENSG00000235558.3	 gene_type unprocessed_pseudogene	 gene_name GUSBP17
chr5	71337182	71446772	gene	gene_id ENSG00000250387.3	 gene_type lncRNA	 gene_name LINC02197
chr5	71372676	71374898	gene	gene_id ENSG00000253985.1	 gene_type lncRNA	 gene_name RP11-136K7.3
chr5	71375786	71385993	gene	gene_id ENSG00000169040.14	 gene_type transcribed_unprocessed_pseudogene	 gene_name PMCHL2
chr5	71445616	71446569	gene	gene_id ENSG00000249981.1	 gene_type lncRNA	 gene_name RP11-136K7.1
chr5	71455651	71567820	gene	gene_id ENSG00000145734.19	 gene_type protein_coding	 gene_name BDP1
chr5	71475761	71476316	gene	gene_id ENSG00000253536.1	 gene_type processed_pseudogene	 gene_name RP11-1174L13.2
chr5	71537652	71537846	gene	gene_id ENSG00000247911.3	 gene_type processed_pseudogene	 gene_name HMGN1P12
chr5	71579531	71658706	gene	gene_id ENSG00000131844.17	 gene_type protein_coding	 gene_name MCCC2
chr5	71719275	71721048	gene	gene_id ENSG00000164326.5	 gene_type protein_coding	 gene_name CARTPT
chr5	71754378	71756301	gene	gene_id ENSG00000278824.1	 gene_type processed_pseudogene	 gene_name RP11-1315F8.2
chr5	72087782	72108000	gene	gene_id ENSG00000285804.2	 gene_type lncRNA	 gene_name CTD-2292N2.1
chr5	72107234	72209565	gene	gene_id ENSG00000131711.15	 gene_type protein_coding	 gene_name MAP1B
chr5	72169467	72169540	gene	gene_id ENSG00000264099.1	 gene_type miRNA	 gene_name MIR4803
chr5	72219403	72320646	gene	gene_id ENSG00000113048.17	 gene_type protein_coding	 gene_name MRPS27
chr5	72314397	72314688	gene	gene_id ENSG00000244748.3	 gene_type misc_RNA	 gene_name RN7SL153P
chr5	72320367	72368395	gene	gene_id ENSG00000049883.15	 gene_type protein_coding	 gene_name PTCD2
chr5	72381794	72382393	gene	gene_id ENSG00000244061.1	 gene_type processed_pseudogene	 gene_name RP11-389C8.1
chr5	72417489	72418335	gene	gene_id ENSG00000251108.1	 gene_type processed_pseudogene	 gene_name YBX1P5
chr5	72439903	72442387	gene	gene_id ENSG00000261269.1	 gene_type lncRNA	 gene_name RP11-389C8.2
chr5	72439903	72507410	gene	gene_id ENSG00000178175.12	 gene_type protein_coding	 gene_name ZNF366
chr5	72574120	72660669	gene	gene_id ENSG00000248371.5	 gene_type lncRNA	 gene_name LINC02056
chr5	72687112	72771733	gene	gene_id ENSG00000251613.4	 gene_type lncRNA	 gene_name CTC-347C20.1
chr5	72725419	72726151	gene	gene_id ENSG00000226544.4	 gene_type processed_pseudogene	 gene_name RPL7P22
chr5	72733833	72734209	gene	gene_id ENSG00000223497.1	 gene_type unitary_pseudogene	 gene_name H2BL1P
chr5	72768702	72768811	gene	gene_id ENSG00000206770.1	 gene_type misc_RNA	 gene_name Y_RNA
chr5	72794405	72816565	gene	gene_id ENSG00000249085.1	 gene_type lncRNA	 gene_name CTD-2631K10.1
chr5	72816312	72916733	gene	gene_id ENSG00000083312.19	 gene_type protein_coding	 gene_name TNPO1
chr5	72878591	72878663	gene	gene_id ENSG00000263593.1	 gene_type miRNA	 gene_name MIR4804
chr5	72878868	72879185	gene	gene_id ENSG00000242602.1	 gene_type processed_pseudogene	 gene_name RPL35AP13
chr5	72953635	72954274	gene	gene_id ENSG00000271926.1	 gene_type lncRNA	 gene_name CTD-2376I4.1
chr5	72955206	72955699	gene	gene_id ENSG00000272081.1	 gene_type lncRNA	 gene_name FCHO2-DT
chr5	72956041	73090522	gene	gene_id ENSG00000157107.14	 gene_type protein_coding	 gene_name FCHO2
chr5	72996920	72997642	gene	gene_id ENSG00000251467.1	 gene_type processed_pseudogene	 gene_name CTC-250P20.2
chr5	73020700	73021279	gene	gene_id ENSG00000248930.1	 gene_type processed_pseudogene	 gene_name CHP1P1
chr5	73120569	73131809	gene	gene_id ENSG00000157111.13	 gene_type protein_coding	 gene_name TMEM171
chr5	73132008	73150592	gene	gene_id ENSG00000251599.1	 gene_type lncRNA	 gene_name RP11-232L2.2
chr5	73152416	73152938	gene	gene_id ENSG00000250747.1	 gene_type processed_pseudogene	 gene_name RP11-232L2.1
chr5	73173193	73175143	gene	gene_id ENSG00000164325.8	 gene_type protein_coding	 gene_name TMEM174
chr5	73195314	73201973	gene	gene_id ENSG00000287090.1	 gene_type lncRNA	 gene_name RP11-232L2.3
chr5	73213930	73295258	gene	gene_id ENSG00000249743.6	 gene_type lncRNA	 gene_name RP11-60A8.1
chr5	73337906	73338533	gene	gene_id ENSG00000251543.1	 gene_type lncRNA	 gene_name LINC02230
chr5	73382384	73410509	gene	gene_id ENSG00000249149.2	 gene_type transcribed_processed_pseudogene	 gene_name RP11-79P5.3
chr5	73444827	73448777	gene	gene_id ENSG00000251493.5	 gene_type protein_coding	 gene_name FOXD1
chr5	73446357	73446984	gene	gene_id ENSG00000247993.2	 gene_type lncRNA	 gene_name FOXD1-AS1
chr5	73451498	73453395	gene	gene_id ENSG00000251604.1	 gene_type lncRNA	 gene_name LINC01385
chr5	73454187	73472896	gene	gene_id ENSG00000251324.1	 gene_type lncRNA	 gene_name LINC01386
chr5	73497550	73498293	gene	gene_id ENSG00000272525.1	 gene_type lncRNA	 gene_name BTF3-DT
chr5	73498408	73505635	gene	gene_id ENSG00000145741.16	 gene_type protein_coding	 gene_name BTF3
chr5	73508685	73509254	gene	gene_id ENSG00000255883.1	 gene_type processed_pseudogene	 gene_name FUNDC2P1
chr5	73552190	73565667	gene	gene_id ENSG00000164331.10	 gene_type protein_coding	 gene_name ANKRA2
chr5	73565443	73583380	gene	gene_id ENSG00000164338.10	 gene_type protein_coding	 gene_name UTP15
chr5	73626158	73941993	gene	gene_id ENSG00000214944.10	 gene_type protein_coding	 gene_name ARHGEF28
chr5	73778039	73786491	gene	gene_id ENSG00000249293.1	 gene_type lncRNA	 gene_name CTC-575I10.1
chr5	73803296	73803599	gene	gene_id ENSG00000184084.7	 gene_type processed_pseudogene	 gene_name CTD-2372A4.1
chr5	73828012	73828073	gene	gene_id ENSG00000238913.1	 gene_type snRNA	 gene_name RNU7-196P
chr5	73952940	73954014	gene	gene_id ENSG00000259968.3	 gene_type lncRNA	 gene_name RP11-428C6.2
chr5	74084068	74103216	gene	gene_id ENSG00000248474.1	 gene_type lncRNA	 gene_name LINC02122
chr5	74111690	74536976	gene	gene_id ENSG00000248673.2	 gene_type lncRNA	 gene_name LINC01331
chr5	74258689	74321255	gene	gene_id ENSG00000248942.3	 gene_type lncRNA	 gene_name LINC01335
chr5	74317986	74318285	gene	gene_id ENSG00000244326.3	 gene_type misc_RNA	 gene_name RN7SL814P
chr5	74321293	74341236	gene	gene_id ENSG00000249343.3	 gene_type lncRNA	 gene_name LINC01333
chr5	74327995	74334766	gene	gene_id ENSG00000250446.1	 gene_type lncRNA	 gene_name LINC01332
chr5	74627406	74641424	gene	gene_id ENSG00000171617.15	 gene_type protein_coding	 gene_name ENC1
chr5	74640023	74722647	gene	gene_id ENSG00000049860.14	 gene_type protein_coding	 gene_name HEXB
chr5	74721206	74767147	gene	gene_id ENSG00000164347.18	 gene_type protein_coding	 gene_name GFM2
chr5	74725099	74725204	gene	gene_id ENSG00000207336.1	 gene_type snRNA	 gene_name RNU6-658P
chr5	74766991	74780113	gene	gene_id ENSG00000164346.10	 gene_type protein_coding	 gene_name NSA2
chr5	74777574	74866966	gene	gene_id ENSG00000198780.12	 gene_type protein_coding	 gene_name FAM169A
chr5	74779309	74779413	gene	gene_id ENSG00000199645.1	 gene_type snRNA	 gene_name RNU6-1330P
chr5	74798994	74800100	gene	gene_id ENSG00000250071.1	 gene_type processed_pseudogene	 gene_name CTD-2060C23.1
chr5	74865893	74867854	gene	gene_id ENSG00000271714.1	 gene_type lncRNA	 gene_name CTD-2377O17.1
chr5	74882656	74882783	gene	gene_id ENSG00000212363.1	 gene_type snoRNA	 gene_name ENSG10010136195.1
chr5	74899115	74903650	gene	gene_id ENSG00000287701.1	 gene_type lncRNA	 gene_name CTD-2503O16.5
chr5	74917726	75023928	gene	gene_id ENSG00000249856.1	 gene_type lncRNA	 gene_name CTD-2503O16.4
chr5	74929880	74930566	gene	gene_id ENSG00000196390.6	 gene_type processed_pseudogene	 gene_name CTD-2503O16.3
chr5	74931662	74931817	gene	gene_id ENSG00000239517.1	 gene_type processed_pseudogene	 gene_name CTD-2503O16.1
chr5	74990189	74990637	gene	gene_id ENSG00000182383.8	 gene_type processed_pseudogene	 gene_name RPL27AP5
chr5	75006713	75007012	gene	gene_id ENSG00000249157.1	 gene_type processed_pseudogene	 gene_name RP11-229C3.4
chr5	75025346	75052558	gene	gene_id ENSG00000176928.7	 gene_type protein_coding	 gene_name GCNT4
chr5	75068275	75236911	gene	gene_id ENSG00000145700.10	 gene_type protein_coding	 gene_name ANKRD31
chr5	75225424	75225668	gene	gene_id ENSG00000251663.1	 gene_type processed_pseudogene	 gene_name SUMO2P5
chr5	75320155	75336914	gene	gene_id ENSG00000247372.2	 gene_type lncRNA	 gene_name CTD-2235C13.2
chr5	75336329	75364001	gene	gene_id ENSG00000113161.17	 gene_type protein_coding	 gene_name HMGCR
chr5	75356345	75512138	gene	gene_id ENSG00000113163.19	 gene_type protein_coding	 gene_name CERT1
chr5	75374463	75374809	gene	gene_id ENSG00000242198.1	 gene_type processed_pseudogene	 gene_name CTD-2235C13.1
chr5	75511756	75601144	gene	gene_id ENSG00000122008.15	 gene_type protein_coding	 gene_name POLK
chr5	75538598	75538658	gene	gene_id ENSG00000251724.1	 gene_type snRNA	 gene_name RNU7-175P
chr5	75598482	75599380	gene	gene_id ENSG00000248881.1	 gene_type lncRNA	 gene_name CTC-366B18.2
chr5	75608817	75609983	gene	gene_id ENSG00000272040.1	 gene_type lncRNA	 gene_name CTC-366B18.4
chr5	75611182	75681773	gene	gene_id ENSG00000189045.15	 gene_type protein_coding	 gene_name ANKDD1B
chr5	75674124	75717448	gene	gene_id ENSG00000152359.15	 gene_type protein_coding	 gene_name POC5
chr5	75709495	75709599	gene	gene_id ENSG00000207333.1	 gene_type snRNA	 gene_name RNU6-680P
chr5	75752570	75753479	gene	gene_id ENSG00000251078.1	 gene_type processed_pseudogene	 gene_name SLC25A5P9
chr5	75831255	75832764	gene	gene_id ENSG00000251419.1	 gene_type processed_pseudogene	 gene_name RP11-524L6.4
chr5	75910283	75910576	gene	gene_id ENSG00000249301.1	 gene_type processed_pseudogene	 gene_name RP11-524L6.3
chr5	75910565	75911867	gene	gene_id ENSG00000248684.1	 gene_type processed_pseudogene	 gene_name BIN2P2
chr5	75920670	75921660	gene	gene_id ENSG00000228367.3	 gene_type processed_pseudogene	 gene_name RP11-524L6.2
chr5	76075531	76075920	gene	gene_id ENSG00000249777.1	 gene_type processed_pseudogene	 gene_name SAP18P1
chr5	76078666	76079763	gene	gene_id ENSG00000251342.1	 gene_type processed_pseudogene	 gene_name CTC-235G5.2
chr5	76081946	76084186	gene	gene_id ENSG00000248127.1	 gene_type lncRNA	 gene_name CTC-235G5.3
chr5	76083383	76353939	gene	gene_id ENSG00000122012.14	 gene_type protein_coding	 gene_name SV2C
chr5	76091708	76091801	gene	gene_id ENSG00000252833.1	 gene_type rRNA_pseudogene	 gene_name RNA5SP186
chr5	76170930	76171106	gene	gene_id ENSG00000251668.2	 gene_type unprocessed_pseudogene	 gene_name RP11-466P24.5
chr5	76173629	76174183	gene	gene_id ENSG00000254893.6	 gene_type translated_processed_pseudogene	 gene_name RAP1BL
chr5	76242024	76242404	gene	gene_id ENSG00000249014.2	 gene_type processed_pseudogene	 gene_name HMGN2P4
chr5	76280956	76281267	gene	gene_id ENSG00000251107.1	 gene_type processed_pseudogene	 gene_name PDCD5P2
chr5	76285542	76311462	gene	gene_id ENSG00000250348.1	 gene_type lncRNA	 gene_name RP11-466P24.6
chr5	76376675	76377149	gene	gene_id ENSG00000251235.3	 gene_type processed_pseudogene	 gene_name SNRPCP2
chr5	76403285	76708132	gene	gene_id ENSG00000145703.16	 gene_type protein_coding	 gene_name IQGAP2
chr5	76510440	76510766	gene	gene_id ENSG00000250574.1	 gene_type processed_pseudogene	 gene_name CTD-2275D10.2
chr5	76606608	76608970	gene	gene_id ENSG00000249713.1	 gene_type lncRNA	 gene_name CTD-2236F14.1
chr5	76615482	76623413	gene	gene_id ENSG00000164220.7	 gene_type protein_coding	 gene_name F2RL2
chr5	76691439	76716215	gene	gene_id ENSG00000225407.3	 gene_type lncRNA	 gene_name CTD-2384B11.2
chr5	76712195	76712327	gene	gene_id ENSG00000277188.1	 gene_type misc_RNA	 gene_name ENSG10010134220.1
chr5	76712763	76712861	gene	gene_id ENSG00000278237.1	 gene_type misc_RNA	 gene_name ENSG10010137189.1
chr5	76716126	76735770	gene	gene_id ENSG00000181104.7	 gene_type protein_coding	 gene_name F2R
chr5	76818933	76835315	gene	gene_id ENSG00000164251.5	 gene_type protein_coding	 gene_name F2RL1
chr5	76836900	76837195	gene	gene_id ENSG00000264391.2	 gene_type misc_RNA	 gene_name RN7SL208P
chr5	76850001	76921650	gene	gene_id ENSG00000171643.14	 gene_type protein_coding	 gene_name S100Z
chr5	76948791	76948870	gene	gene_id ENSG00000252684.1	 gene_type snRNA	 gene_name RNU6ATAC36P
chr5	76953045	76981158	gene	gene_id ENSG00000145708.11	 gene_type protein_coding	 gene_name CRHBP
chr5	77029251	77065234	gene	gene_id ENSG00000164252.13	 gene_type protein_coding	 gene_name AGGF1
chr5	77030902	77152155	gene	gene_id ENSG00000285000.1	 gene_type protein_coding	 gene_name CTC-564N23.6
chr5	77072072	77087285	gene	gene_id ENSG00000132846.6	 gene_type protein_coding	 gene_name ZBED3
chr5	77073881	77074520	gene	gene_id ENSG00000250615.1	 gene_type lncRNA	 gene_name CTC-564N23.2
chr5	77080434	77080571	gene	gene_id ENSG00000238961.1	 gene_type snoRNA	 gene_name SNORA47
chr5	77086688	77166909	gene	gene_id ENSG00000250802.7	 gene_type lncRNA	 gene_name ZBED3-AS1
chr5	77086732	77427124	gene	gene_id ENSG00000284762.1	 gene_type protein_coding	 gene_name CTC-337B15.3
chr5	77146568	77147165	gene	gene_id ENSG00000251566.1	 gene_type transcribed_processed_pseudogene	 gene_name HMGB1P35
chr5	77210449	77428256	gene	gene_id ENSG00000113231.14	 gene_type protein_coding	 gene_name PDE8B
chr5	77290268	77291800	gene	gene_id ENSG00000251400.1	 gene_type processed_pseudogene	 gene_name ALDH7A1P1
chr5	77425970	77620611	gene	gene_id ENSG00000164253.14	 gene_type protein_coding	 gene_name WDR41
chr5	77545397	77546266	gene	gene_id ENSG00000244019.1	 gene_type processed_pseudogene	 gene_name RPS2P24
chr5	77582376	77583122	gene	gene_id ENSG00000244363.3	 gene_type processed_pseudogene	 gene_name RPL7P23
chr5	77628712	77638713	gene	gene_id ENSG00000171540.8	 gene_type protein_coding	 gene_name OTP
chr5	77691166	77868780	gene	gene_id ENSG00000171530.15	 gene_type protein_coding	 gene_name TBCA
chr5	77784881	77786003	gene	gene_id ENSG00000213763.4	 gene_type processed_pseudogene	 gene_name ACTBP2
chr5	77942757	77946438	gene	gene_id ENSG00000253572.2	 gene_type lncRNA	 gene_name RP11-107N7.1
chr5	77958243	77959092	gene	gene_id ENSG00000287162.1	 gene_type lncRNA	 gene_name RP11-107N7.2
chr5	78002326	78294698	gene	gene_id ENSG00000132842.14	 gene_type protein_coding	 gene_name AP3B1
chr5	78041879	78044138	gene	gene_id ENSG00000253558.1	 gene_type transcribed_processed_pseudogene	 gene_name CTD-2179L22.1
chr5	78222184	78222517	gene	gene_id ENSG00000249372.1	 gene_type processed_pseudogene	 gene_name ATP6V1G1P6
chr5	78307503	78307914	gene	gene_id ENSG00000251605.1	 gene_type processed_pseudogene	 gene_name CTD-2037K23.1
chr5	78314916	78315025	gene	gene_id ENSG00000200331.1	 gene_type snRNA	 gene_name RNU6-183P
chr5	78317036	78317137	gene	gene_id ENSG00000206714.1	 gene_type misc_RNA	 gene_name Y_RNA
chr5	78342365	78360507	gene	gene_id ENSG00000245556.3	 gene_type lncRNA	 gene_name SCAMP1-AS1
chr5	78360611	78480739	gene	gene_id ENSG00000085365.18	 gene_type protein_coding	 gene_name SCAMP1
chr5	78485215	78770021	gene	gene_id ENSG00000145685.14	 gene_type protein_coding	 gene_name LHFPL2
chr5	78644265	78644845	gene	gene_id ENSG00000248909.1	 gene_type processed_pseudogene	 gene_name HMGB1P21
chr5	78708734	78716082	gene	gene_id ENSG00000254170.1	 gene_type processed_pseudogene	 gene_name CTD-2073O6.1
chr5	78753596	78753873	gene	gene_id ENSG00000254310.1	 gene_type processed_pseudogene	 gene_name CTD-2045M21.1
chr5	78777209	78986087	gene	gene_id ENSG00000113273.17	 gene_type protein_coding	 gene_name ARSB
chr5	78997564	79236038	gene	gene_id ENSG00000132837.15	 gene_type protein_coding	 gene_name DMGDH
chr5	79000112	79001124	gene	gene_id ENSG00000214890.3	 gene_type processed_pseudogene	 gene_name CTD-2299I21.1
chr5	79069767	79090069	gene	gene_id ENSG00000132840.10	 gene_type protein_coding	 gene_name BHMT2
chr5	79111809	79132288	gene	gene_id ENSG00000145692.15	 gene_type protein_coding	 gene_name BHMT
chr5	79170234	79170335	gene	gene_id ENSG00000201955.1	 gene_type misc_RNA	 gene_name RNY3P1
chr5	79191549	79191747	gene	gene_id ENSG00000249829.2	 gene_type processed_pseudogene	 gene_name CTC-422A18.1
chr5	79220942	79221073	gene	gene_id ENSG00000206592.1	 gene_type snoRNA	 gene_name ENSG10010137616.1
chr5	79229904	79230588	gene	gene_id ENSG00000250330.1	 gene_type processed_pseudogene	 gene_name CTC-422A18.2
chr5	79236131	79327211	gene	gene_id ENSG00000152409.9	 gene_type protein_coding	 gene_name JMY
chr5	79284132	79284918	gene	gene_id ENSG00000213757.3	 gene_type processed_pseudogene	 gene_name RPS3AP20
chr5	79372636	79514134	gene	gene_id ENSG00000152413.15	 gene_type protein_coding	 gene_name HOMER1
chr5	79510434	79510919	gene	gene_id ENSG00000213755.3	 gene_type processed_pseudogene	 gene_name RP11-342F17.1
chr5	79529302	79530093	gene	gene_id ENSG00000243160.1	 gene_type processed_pseudogene	 gene_name RP11-342F17.2
chr5	79534853	79534954	gene	gene_id ENSG00000207391.1	 gene_type misc_RNA	 gene_name Y_RNA
chr5	79562745	79562846	gene	gene_id ENSG00000277818.1	 gene_type misc_RNA	 gene_name Y_RNA
chr5	79612120	79688246	gene	gene_id ENSG00000164329.14	 gene_type protein_coding	 gene_name TENT2
chr5	79689836	79800240	gene	gene_id ENSG00000164309.15	 gene_type protein_coding	 gene_name CMYA5
chr5	79774348	79816190	gene	gene_id ENSG00000250258.1	 gene_type lncRNA	 gene_name CTC-431G16.2
chr5	79840797	79845239	gene	gene_id ENSG00000286818.1	 gene_type lncRNA	 gene_name CTC-431G16.4
chr5	79849552	79849846	gene	gene_id ENSG00000238254.3	 gene_type processed_pseudogene	 gene_name CTC-431G16.3
chr5	79936579	79967626	gene	gene_id ENSG00000250888.1	 gene_type lncRNA	 gene_name LINC01455
chr5	79976716	79991262	gene	gene_id ENSG00000177034.17	 gene_type protein_coding	 gene_name MTX3
chr5	79991311	80083287	gene	gene_id ENSG00000113296.14	 gene_type protein_coding	 gene_name THBS4
chr5	80019609	80019920	gene	gene_id ENSG00000251050.1	 gene_type processed_pseudogene	 gene_name RBX1P2
chr5	80033171	80033302	gene	gene_id ENSG00000249778.1	 gene_type processed_pseudogene	 gene_name TRMT112P2
chr5	80052374	80083654	gene	gene_id ENSG00000249825.6	 gene_type lncRNA	 gene_name THBS4-AS1
chr5	80111651	80256048	gene	gene_id ENSG00000164300.17	 gene_type protein_coding	 gene_name SERINC5
chr5	80128361	80143883	gene	gene_id ENSG00000251675.1	 gene_type lncRNA	 gene_name CTC-458I2.2
chr5	80288449	80289781	gene	gene_id ENSG00000249438.2	 gene_type processed_pseudogene	 gene_name KRT18P45
chr5	80299678	80302847	gene	gene_id ENSG00000184188.6	 gene_type processed_pseudogene	 gene_name CTC-512J14.7
chr5	80306235	80306368	gene	gene_id ENSG00000251828.1	 gene_type snoRNA	 gene_name ENSG10010136765.1
chr5	80315671	80315826	gene	gene_id ENSG00000244076.1	 gene_type processed_pseudogene	 gene_name CTC-512J14.1
chr5	80319625	80321842	gene	gene_id ENSG00000164299.7	 gene_type protein_coding	 gene_name SPZ1
chr5	80331573	80332541	gene	gene_id ENSG00000227087.4	 gene_type processed_pseudogene	 gene_name RBMX2P5
chr5	80351021	80351956	gene	gene_id ENSG00000248569.1	 gene_type processed_pseudogene	 gene_name CTC-512J14.5
chr5	80359080	80360040	gene	gene_id ENSG00000220157.4	 gene_type processed_pseudogene	 gene_name HNRNPA1P12
chr5	80365726	80365832	gene	gene_id ENSG00000206774.1	 gene_type snRNA	 gene_name RNU6-211P
chr5	80408013	80483379	gene	gene_id ENSG00000039319.17	 gene_type protein_coding	 gene_name ZFYVE16
chr5	80411231	80488095	gene	gene_id ENSG00000249042.6	 gene_type lncRNA	 gene_name CTD-2015H6.3
chr5	80487969	80542563	gene	gene_id ENSG00000152380.10	 gene_type protein_coding	 gene_name FAM151B
chr5	80498534	80498971	gene	gene_id ENSG00000242706.2	 gene_type processed_pseudogene	 gene_name RPS27AP9
chr5	80500332	80501400	gene	gene_id ENSG00000240003.2	 gene_type processed_pseudogene	 gene_name RPL7P24
chr5	80556755	80570280	gene	gene_id ENSG00000189127.8	 gene_type protein_coding	 gene_name ANKRD34B
chr5	80603383	80603644	gene	gene_id ENSG00000251366.1	 gene_type processed_pseudogene	 gene_name DBIP2
chr5	80608623	80622524	gene	gene_id ENSG00000251221.1	 gene_type lncRNA	 gene_name LINC01337
chr5	80626226	80654983	gene	gene_id ENSG00000228716.7	 gene_type protein_coding	 gene_name DHFR
chr5	80630313	80631590	gene	gene_id ENSG00000249655.1	 gene_type lncRNA	 gene_name CTC-325J23.2
chr5	80650000	80650086	gene	gene_id ENSG00000271043.2	 gene_type processed_pseudogene	 gene_name MTRNR2L2
chr5	80654652	80876815	gene	gene_id ENSG00000113318.11	 gene_type protein_coding	 gene_name MSH3
chr5	80746339	80746819	gene	gene_id ENSG00000248967.1	 gene_type processed_pseudogene	 gene_name RP11-241J12.3
chr5	80855507	80855843	gene	gene_id ENSG00000244630.2	 gene_type processed_pseudogene	 gene_name RP11-241J12.1
chr5	80947694	80960907	gene	gene_id ENSG00000251450.2	 gene_type lncRNA	 gene_name RASGRF2-AS1
chr5	80960363	81230162	gene	gene_id ENSG00000113319.13	 gene_type protein_coding	 gene_name RASGRF2
chr5	80997183	80998047	gene	gene_id ENSG00000251001.1	 gene_type processed_pseudogene	 gene_name CTD-2193P3.1
chr5	81113385	81114852	gene	gene_id ENSG00000249772.1	 gene_type lncRNA	 gene_name CTD-2193P3.2
chr5	81201341	81301565	gene	gene_id ENSG00000247572.8	 gene_type lncRNA	 gene_name CKMT2-AS1
chr5	81233320	81266398	gene	gene_id ENSG00000131730.16	 gene_type protein_coding	 gene_name CKMT2
chr5	81242330	81242599	gene	gene_id ENSG00000248794.1	 gene_type processed_pseudogene	 gene_name CTD-2248H3.1
chr5	81301587	81313297	gene	gene_id ENSG00000131732.12	 gene_type protein_coding	 gene_name ZCCHC9
chr5	81329996	81394179	gene	gene_id ENSG00000172497.9	 gene_type protein_coding	 gene_name ACOT12
chr5	81408517	81411867	gene	gene_id ENSG00000286721.1	 gene_type lncRNA	 gene_name CTD-2093G19.1
chr5	81413021	81751797	gene	gene_id ENSG00000145687.16	 gene_type protein_coding	 gene_name SSBP2
chr5	81817531	81842360	gene	gene_id ENSG00000287938.1	 gene_type lncRNA	 gene_name CTD-2249K22.3
chr5	81851601	81852201	gene	gene_id ENSG00000249483.1	 gene_type lncRNA	 gene_name CTD-2249K22.1
chr5	81892490	81892721	gene	gene_id ENSG00000214857.4	 gene_type processed_pseudogene	 gene_name SEM1P1
chr5	81972023	82276857	gene	gene_id ENSG00000152348.16	 gene_type protein_coding	 gene_name ATG10
chr5	81991995	81992481	gene	gene_id ENSG00000236447.2	 gene_type lncRNA	 gene_name ATG10-IT1
chr5	82009602	82010094	gene	gene_id ENSG00000251495.1	 gene_type processed_pseudogene	 gene_name PPIAP11
chr5	82073055	82073702	gene	gene_id ENSG00000248192.1	 gene_type lncRNA	 gene_name ATG10-AS1
chr5	82078427	82078724	gene	gene_id ENSG00000265684.2	 gene_type misc_RNA	 gene_name RN7SL378P
chr5	82265157	82265259	gene	gene_id ENSG00000251374.1	 gene_type processed_pseudogene	 gene_name RPS23P5
chr5	82273320	82278396	gene	gene_id ENSG00000186468.13	 gene_type protein_coding	 gene_name RPS23
chr5	82279462	82386977	gene	gene_id ENSG00000205464.13	 gene_type transcribed_unitary_pseudogene	 gene_name ATP6AP1L
chr5	82545862	82546310	gene	gene_id ENSG00000248393.1	 gene_type lncRNA	 gene_name CTD-2015A6.1
chr5	82586776	82587411	gene	gene_id ENSG00000248870.1	 gene_type lncRNA	 gene_name CTD-2015A6.2
chr5	82765404	82766333	gene	gene_id ENSG00000249100.1	 gene_type lncRNA	 gene_name CTD-2218K11.2
chr5	82777797	82778586	gene	gene_id ENSG00000240411.2	 gene_type processed_pseudogene	 gene_name RPL5P16
chr5	82824884	82825184	gene	gene_id ENSG00000248105.1	 gene_type processed_pseudogene	 gene_name CTD-2218K11.3
chr5	82840155	82840224	gene	gene_id ENSG00000283359.1	 gene_type miRNA	 gene_name MIR3977
chr5	82848260	82859958	gene	gene_id ENSG00000281327.2	 gene_type lncRNA	 gene_name LINC01338
chr5	82919376	82921119	gene	gene_id ENSG00000248112.1	 gene_type lncRNA	 gene_name RP11-78C3.1
chr5	82940458	82940983	gene	gene_id ENSG00000249857.1	 gene_type lncRNA	 gene_name CTD-2227C6.3
chr5	82968888	82977153	gene	gene_id ENSG00000248400.2	 gene_type processed_pseudogene	 gene_name ST13P12
chr5	83012285	83013109	gene	gene_id ENSG00000249664.1	 gene_type lncRNA	 gene_name CTD-2227C6.2
chr5	83049376	83050964	gene	gene_id ENSG00000271862.1	 gene_type lncRNA	 gene_name RP11-343L5.2
chr5	83052846	83077863	gene	gene_id ENSG00000174695.10	 gene_type protein_coding	 gene_name TMEM167A
chr5	83064204	83064337	gene	gene_id ENSG00000238835.1	 gene_type snoRNA	 gene_name SCARNA18
chr5	83077498	83353787	gene	gene_id ENSG00000152422.16	 gene_type protein_coding	 gene_name XRCC4
chr5	83201229	83202141	gene	gene_id ENSG00000243385.2	 gene_type processed_pseudogene	 gene_name CTD-2110K23.1
chr5	83279921	83280644	gene	gene_id ENSG00000251552.1	 gene_type processed_pseudogene	 gene_name COQ10BP2
chr5	83426676	83427030	gene	gene_id ENSG00000251395.1	 gene_type processed_pseudogene	 gene_name FTH1P9
chr5	83471618	83582303	gene	gene_id ENSG00000038427.16	 gene_type protein_coding	 gene_name VCAN
chr5	83531352	83581320	gene	gene_id ENSG00000249835.2	 gene_type lncRNA	 gene_name VCAN-AS1
chr5	83637805	83720855	gene	gene_id ENSG00000145681.11	 gene_type protein_coding	 gene_name HAPLN1
